nq all init qse smt
343 65.9162290096283 0.15609192848205566 6.5536510944366455 59.206485986709595
686 201.04673504829407 0.47709202766418457 14.835851907730103 185.73379111289978
1029 1789.1168780326843 1.1164159774780273 22.09993600845337 1765.900526046753
1372 988.0729811191559 1.752263069152832 29.01909613609314 957.3016219139099
